book_chapter_verse,gloss,lemma,normalized,book,chapter
LUK 4:2,days forty being tempted by the devil And not He ate nothing in the days those and having ended they He was hungry,ἡμέρα τεσσεράκοντα πειράζω ὑπό ὁ διάβολος καί οὐ ἐσθίω οὐδείς ἐν ὁ ἡμέρα ἐκεῖνος καί συντελέω αὐτός πεινάω,ἡμέρας τεσσεράκοντα πειραζόμενος ὑπό τοῦ διαβόλου Καί οὐκ ἔφαγεν οὐδέν ἐν ταῖς ἡμέραις ἐκείναις καί συντελεσθεισῶν αὐτῶν ἐπείνασεν,Luke,Luke 4
LUK 4:20,And having rolled up the scroll having delivered [it] to the attendant He sat down and of all the eyes in the synagogue were fixed upon Him,καί πτύσσω ὁ βιβλίον ἀποδίδωμι ὁ ὑπηρέτης καθίζω καί πᾶς ὁ ὀφθαλμός ἐν ὁ συναγωγή εἰμί ἀτενίζω αὐτός,καί πτύξας τό βιβλίον ἀποδούς τῷ ὑπηρέτῃ ἐκάθισεν καί πάντων οἱ ὀφθαλμοί ἐν τῇ συναγωγῇ ἦσαν ἀτενίζοντες αὐτῷ,Luke,Luke 4
LUK 4:21,He began then to say to them - Today is fulfilled the Scripture this in the hearing of you,ἄρχω δέ λέγω πρός αὐτός ὅτι σήμερον πληρόω ὁ γραφή οὗτος ἐν ὁ οὖς σύ,ἤρξατο δέ λέγειν πρός αὐτούς ὅτι Σήμερον πεπλήρωται ἡ γραφή αὕτη ἐν τοῖς ὠσίν ὑμῶν,Luke,Luke 4
LUK 4:22,And all were bearing witness to Him and marveling at the words of the grace that are proceeding out of the mouth of Him and they were saying Not the son is of Joseph this,καί πᾶς μαρτυρέω αὐτός καί θαυμάζω ἐπί ὁ λόγος ὁ χάρις ὁ ἐκπορεύομαι ἐκ ὁ στόμα αὐτός καί λέγω οὐχί υἱός εἰμί Ἰωσήφ οὗτος,καί πάντες ἐμαρτύρουν αὐτῷ καί ἐθαύμαζον ἐπί τοῖς λόγοις τῆς χάριτος τοῖς ἐκπορευομένοις ἐκ τοῦ στόματος αὐτοῦ καί ἔλεγον Οὐχί υἱός ἐστιν Ἰωσήφ οὗτος,Luke,Luke 4
LUK 4:23,And He said to them Surely you will say to Me the proverb this Physician heal yourself Whatsoever we have heard has been done in - Capernaum do also here in the hometown of You,καί λέγω πρός αὐτός πάντως εἶπον ἐγώ ὁ παραβολή οὗτος ἰατρός θεραπεύω σεαυτοῦ ὅσος ἀκούω γίνομαι εἰς ὁ Καφαρναούμ ποιέω καί ὧδε ἐν ὁ πατρίς σύ,καί εἶπεν πρός αὐτούς Πάντως ἐρεῖτε μοι τήν παραβολήν ταύτην Ἰατρέ θεράπευσον σεαυτόν ὅσα ἠκούσαμεν γενόμενα εἰς τήν Καφαρναούμ ποίησον καί ὧδε ἐν τῇ πατρίδι σου,Luke,Luke 4
LUK 4:24,He said then Truly I say to you that no prophet acceptable is in the hometown of him,λέγω δέ ἀμήν λέγω σύ ὅτι οὐδείς προφήτης δεκτός εἰμί ἐν ὁ πατρίς αὐτός,εἶπεν δέ Ἀμήν λέγω ὑμῖν ὅτι οὐδείς προφήτης δεκτός ἐστιν ἐν τῇ πατρίδι αὐτοῦ,Luke,Luke 4
LUK 4:25,In truth now I say to you many widows there were in the days of Elijah in - Israel when was shut up the heaven for years three and months six when there was a famine great upon all the land,ἐπί ἀλήθεια δέ λέγω σύ πολύς χῆρος εἰμί ἐν ὁ ἡμέρα Ἠλίας ἐν ὁ Ἰσραήλ ὅτε κλείω ὁ οὐρανός ἐπί ἔτος τρεῖς καί μήν (II) ἕξ ὡς γίνομαι λιμός μέγας ἐπί πᾶς ὁ γῆ,ἐπ’ ἀληθείας δέ λέγω ὑμῖν πολλαί χῆραι ἦσαν ἐν ταῖς ἡμέραις Ἠλείου ἐν τῷ Ἰσραήλ ὅτε ἐκλείσθη ὁ οὐρανός ἐπί ἔτη τρία καί μῆνας ἕξ ὡς ἐγένετο λιμός μέγας ἐπί πᾶσαν τήν γῆν,Luke,Luke 4
LUK 4:26,and to none of them was sent Elijah if not to Zarephath - of Sidon to a woman a widow,καί πρός οὐδείς αὐτός πέμπω Ἠλίας εἰ μή εἰς Σάρεπτα ὁ Σιδώνιος πρός γυνή χῆρος,καί πρός οὐδεμίαν αὐτῶν ἐπέμφθη Ἠλείας εἰ μή εἰς Σάρεπτα τῆς Σιδωνίας πρός γυναῖκα χήραν,Luke,Luke 4
LUK 4:27,And many lepers were in - Israel in the time of Elisha the prophet and none of them was cleansed if not Naaman the Syrian,καί πολύς λεπρός εἰμί ἐν ὁ Ἰσραήλ ἐπί Ἐλισαῖος ὁ προφήτης καί οὐδείς αὐτός καθαρίζω εἰ μή Ναιμάν ὁ Σύρος,καί πολλοί λεπροί ἦσαν ἐν τῷ Ἰσραήλ ἐπί Ἑλισαίου τοῦ προφήτου καί οὐδείς αὐτῶν ἐκαθαρίσθη εἰ μή Ναιμάν ὁ Σύρος,Luke,Luke 4
LUK 4:28,And were filled all with anger in the synagogue hearing these things,καί πίμπλημι πᾶς θυμός ἐν ὁ συναγωγή ἀκούω οὗτος,καί ἐπλήσθησαν πάντες θυμοῦ ἐν τῇ συναγωγῇ ἀκούοντες ταῦτα,Luke,Luke 4
LUK 4:29,and having risen up they cast Him out of [the] city and led Him unto brow of the hill upon which the town had been built of them in order to throw over him,καί ἀνίστημι ἐκβάλλω αὐτός ἔξω ὁ πόλις καί ἄγω αὐτός ἕως ὀφρῦς ὁ ὄρος ἐπί ὅς ὁ πόλις οἰκοδομέω αὐτός ὥστε κατακρημνίζω αὐτός,καί ἀναστάντες ἐξέβαλον αὐτόν ἔξω τῆς πόλεως καί ἤγαγον αὐτόν ἕως ὀφρύος τοῦ ὄρους ἐφ’ οὗ ἡ πόλις ᾠκοδόμητο αὐτῶν ὥστε κατακρημνίσαι αὐτόν,Luke,Luke 4
LUK 4:3,Said then to Him the devil If [the] Son You are - of God speak to the stone this that it should become bread,λέγω δέ αὐτός ὁ διάβολος εἰ υἱός εἰμί ὁ θεός λέγω ὁ λίθος οὗτος ἵνα γίνομαι ἄρτος,εἶπεν δέ αὐτῷ ὁ διάβολος Εἰ Υἱός εἶ τοῦ Θεοῦ εἰπέ τῷ λίθῳ τούτῳ ἵνα γένηται ἄρτος,Luke,Luke 4
LUK 4:30,He however having passed through [the] midst of them went away,αὐτός δέ διέρχομαι διά μέσος αὐτός πορεύομαι,αὐτός δέ διελθών διά μέσου αὐτῶν ἐπορεύετο,Luke,Luke 4
LUK 4:31,And He went down to Capernaum a city - of Galilee And He was teaching them on the Sabbaths,καί κατέρχομαι εἰς Καφαρναούμ πόλις ὁ Γαλιλαία καί εἰμί διδάσκω αὐτός ἐν ὁ σάββατον,Καί κατῆλθεν εἰς Καφαρναούμ πόλιν τῆς Γαλιλαίας καί ἦν διδάσκων αὐτούς ἐν τοῖς σάββασιν,Luke,Luke 4
LUK 4:32,and they were astonished at the teaching of Him for with authority was the message of Him,καί ἐκπλήσσω ἐπί ὁ διδαχή αὐτός ὅτι ἐν ἐξουσία εἰμί ὁ λόγος αὐτός,καί ἐξεπλήσσοντο ἐπί τῇ διδαχῇ αὐτοῦ ὅτι ἐν ἐξουσίᾳ ἦν ὁ λόγος αὐτοῦ,Luke,Luke 4
LUK 4:33,And in the synagogue was a man having a spirit of a demon unclean and he cried out in a voice loud,καί ἐν ὁ συναγωγή εἰμί ἄνθρωπος ἔχω πνεῦμα δαιμόνιον ἀκάθαρτος καί ἀνακράζω φωνή μέγας,καί ἐν τῇ συναγωγῇ ἦν ἄνθρωπος ἔχων πνεῦμα δαιμονίου ἀκαθάρτου καί ἀνέκραξεν φωνῇ μεγάλῃ,Luke,Luke 4
LUK 4:34,Ha What to us and to You Jesus of Nazareth Are You come to destroy us I know You who are the Holy [One] - of God,ἔα τίς ἐγώ καί σύ Ἰησοῦς Ναζαρηνός ἔρχομαι ἀπόλλυμι ἐγώ οἶδα σύ τίς εἰμί ὁ ἅγιος ὁ θεός,Ἔα τί ἡμῖν καί σοί Ἰησοῦ Ναζαρηνέ ἦλθες ἀπολέσαι ἡμᾶς οἶδα σε τίς εἶ ὁ Ἅγιος τοῦ Θεοῦ,Luke,Luke 4
LUK 4:35,And rebuked him - Jesus saying Be silent and come forth out of him And having thrown him the demon into the midst it came out from him in nothing having hurt him,καί ἐπιτιμάω αὐτός ὁ Ἰησοῦς λέγω φιμόω καί ἐξέρχομαι ἀπό αὐτός καί ῥίπτω αὐτός ὁ δαιμόνιον εἰς ὁ μέσος ἐξέρχομαι ἀπό αὐτός μηδείς βλάπτω αὐτός,καί ἐπετίμησεν αὐτῷ ὁ Ἰησοῦς λέγων Φιμώθητι καί ἔξελθε ἀπ’ αὐτοῦ καί ῥίψαν αὐτόν τό δαιμόνιον εἰς τό μέσον ἐξῆλθεν ἀπ’ αὐτοῦ μηδέν βλάψαν αὐτόν,Luke,Luke 4
LUK 4:36,And came astonishment upon all and they were speaking to one another saying What - word [is] this that with authority and power He commands the unclean spirits and they come out,καί γίνομαι θάμβος ἐπί πᾶς καί συλλαλέω πρός ἀλλήλων λέγω τίς ὁ λόγος οὗτος ὅτι ἐν ἐξουσία καί δύναμις ἐπιτάσσω ὁ ἀκάθαρτος πνεῦμα καί ἐξέρχομαι,καί ἐγένετο θάμβος ἐπί πάντας καί συνελάλουν πρός ἀλλήλους λέγοντες Τίς ὁ λόγος οὗτος ὅτι ἐν ἐξουσίᾳ καί δυνάμει ἐπιτάσσει τοῖς ἀκαθάρτοις πνεύμασιν καί ἐξέρχονται,Luke,Luke 4
LUK 4:37,And was spreading the report concerning Him into every place of the surrounding region,καί ἐκπορεύομαι ἦχος (I) περί αὐτός εἰς πᾶς τόπος ὁ περίχωρος,καί ἐξεπορεύετο ἦχος περί αὐτοῦ εἰς πάντα τόπον τῆς περιχώρου,Luke,Luke 4
LUK 4:38,Having risen up then out of the synagogue He entered into the house of Simon [The] mother-in-law then - of Simon was oppressed with a fever great and they appealed to Him for her,ἀνίστημι δέ ἀπό ὁ συναγωγή εἰσέρχομαι εἰς ὁ οἰκία Σίμων πενθερά δέ ὁ Σίμων εἰμί συνέχω πυρετός μέγας καί ἐρωτάω αὐτός περί αὐτός,Ἀναστάς δέ ἀπό τῆς συναγωγῆς εἰσῆλθεν εἰς τήν οἰκίαν Σίμωνος πενθερά δέ τοῦ Σίμωνος ἦν συνεχομένη πυρετῷ μεγάλῳ καί ἠρώτησαν αὐτόν περί αὐτῆς,Luke,Luke 4
LUK 4:39,And having stood over her He rebuked the fever and it left her immediately then having arisen she began to serve them,καί ἐφίστημι ἐπάνω αὐτός ἐπιτιμάω ὁ πυρετός καί ἀφίημι αὐτός παραχρῆμα δέ ἀνίστημι διακονέω αὐτός,καί ἐπιστάς ἐπάνω αὐτῆς ἐπετίμησεν τῷ πυρετῷ καί ἀφῆκεν αὐτήν παραχρῆμα δέ ἀναστᾶσα διηκόνει αὐτοῖς,Luke,Luke 4
LUK 4:4,And answered to him - Jesus It has been written - Not on bread alone shall live the man,καί ἀποκρίνομαι πρός αὐτός ὁ Ἰησοῦς γράφω ὅτι οὐ ἐπί ἄρτος μόνος ζάω ὁ ἄνθρωπος,καί ἀπεκρίθη πρός αὐτόν ὁ Ἰησοῦς Γέγραπται ὅτι Οὐκ ἐπ’ ἄρτῳ μόνῳ ζήσεται ὁ ἄνθρωπος,Luke,Luke 4
LUK 4:40,At the setting now of the sun all as many as had [any] ailing with diseases various brought them to Him - and on one each of them the hands having laid He would heal them,δύνω δέ ὁ ἥλιος ἅπας ὅσος ἔχω ἀσθενέω νόσος ποικίλος ἄγω αὐτός πρός αὐτός ὁ δέ εἷς ἕκαστος αὐτός ὁ χείρ ἐπιτίθημι θεραπεύω αὐτός,Δύνοντος δέ τοῦ ἡλίου ἅπαντες ὅσοι εἶχον ἀσθενοῦντας νόσοις ποικίλαις ἤγαγον αὐτούς πρός αὐτόν ὁ δέ ἑνί ἑκάστῳ αὐτῶν τάς χεῖρας ἐπιτιθείς ἐθεράπευεν αὐτούς,Luke,Luke 4
LUK 4:41,Were going out now also demons from many crying out and saying - You are the Son - of God And rebuking [them] not did He allow them to speak because they knew the Christ Him to be,ἐξέρχομαι δέ καί δαιμόνιον ἀπό πολύς κραυγάζω καί λέγω ὅτι σύ εἰμί ὁ υἱός ὁ θεός καί ἐπιτιμάω οὐ ἐάω αὐτός λαλέω ὅτι οἶδα ὁ Χριστός αὐτός εἰμί,ἐξήρχετο δέ καί δαιμόνια ἀπό πολλῶν κραυγάζοντα καί λέγοντα ὅτι Σύ εἶ ὁ Υἱός τοῦ Θεοῦ καί ἐπιτιμῶν οὐκ εἴα αὐτά λαλεῖν ὅτι ᾔδεισαν τόν Χριστόν αὐτόν εἶναι,Luke,Luke 4
LUK 4:42,Having arrived now daybreak having gone out He went into a solitary place and the crowds were seeking Him and they came up to Him and were detaining Him of the not to go from them,γίνομαι δέ ἡμέρα ἐξέρχομαι πορεύομαι εἰς ἔρημος τόπος καί ὁ ὄχλος ἐπιζητέω αὐτός καί ἔρχομαι ἕως αὐτός καί κατέχω αὐτός ὁ μή πορεύομαι ἀπό αὐτός,Γενομένης δέ ἡμέρας ἐξελθών ἐπορεύθη εἰς ἔρημον τόπον καί οἱ ὄχλοι ἐπεζήτουν αὐτόν καί ἦλθον ἕως αὐτοῦ καί κατεῖχον αὐτόν τοῦ μή πορεύεσθαι ἀπ’ αὐτῶν,Luke,Luke 4
LUK 4:43,- But He said to them - Also to the other towns to preach [the] good news Me it behooves of the kingdom - of God because for this have I been sent forth,ὁ δέ λέγω πρός αὐτός ὅτι καί ὁ ἕτερος πόλις εὐαγγελίζω ἐγώ δεῖ ὁ βασιλεία ὁ θεός ὅτι ἐπί οὗτος ἀποστέλλω,ὁ δέ εἶπεν πρός αὐτούς ὅτι Καί ταῖς ἑτέραις πόλεσιν εὐαγγελίσασθαι με δεῖ τήν βασιλείαν τοῦ Θεοῦ ὅτι ἐπί τοῦτο ἀπεστάλην,Luke,Luke 4
LUK 4:44,And He was preaching in the synagogues - of Judea,καί εἰμί κηρύσσω εἰς ὁ συναγωγή ὁ Ἰουδαία,καί ἦν κηρύσσων εἰς τάς συναγωγάς τῆς Ἰουδαίας,Luke,Luke 4
LUK 4:5,And having led up Him he showed Him all the kingdoms of the world in a moment of time,καί ἀνάγω αὐτός δείκνυμι αὐτός πᾶς ὁ βασιλεία ὁ οἰκουμένη ἐν στιγμή χρόνος,Καί ἀναγαγών αὐτόν ἔδειξεν αὐτῷ πάσας τάς βασιλείας τῆς οἰκουμένης ἐν στιγμῇ χρόνου,Luke,Luke 4
LUK 4:6,And said to Him the devil To You will I give the authority this all and the glory of it for to me it has been delivered and to whom if I wish I give it,καί λέγω αὐτός ὁ διάβολος σύ δίδωμι ὁ ἐξουσία οὗτος ἅπας καί ὁ δόξα αὐτός ὅτι ἐγώ παραδίδωμι καί ὅς ἐάν θέλω δίδωμι αὐτός,καί εἶπεν αὐτῷ ὁ διάβολος Σοί δώσω τήν ἐξουσίαν ταύτην ἅπασαν καί τήν δόξαν αὐτῶν ὅτι ἐμοί παραδέδοται καί ᾧ ἐάν θέλω δίδωμι αὐτήν,Luke,Luke 4
